SOURCE_FAMILY,CLASSIFICATION,REASON,FILE_NAME,FULL_PATH,SIZE_BYTES,INVALID_SIGNAL_EXCERPT,DEVELOPMENT_SIGNAL_EXCERPT,POSITIVE_SIGNAL_EXCERPT,MIXED_SIGNAL_EXCERPT
F1,AUTHORITATIVE_CANDIDATE,2 positive authority signals,PACKAGE_STATUS.txt,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\00_MANIFEST\PACKAGE_STATUS.txt,520,,,"S This ZIP packages all currently produced F1-BR1 artifacts from the analysis run. It is a preservation/consolidation package, not a declaration that every planned F1-BR1 item is complete. Known open items from the analysis: - row-level matched LM Arena Parquet control: unavailable in current runtime - 00086/WildChat external rarity: RESERVED / NOT READ - strict f",
F1,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,VALIDATION_MATCHED_PAIRS.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\04_SPLITS\VALIDATION_MATCHED_PAIRS.csv,454,,,,
F1,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,VALIDATION_SCORES_INTERNAL.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\VALIDATION_SCORES_INTERNAL.csv,16676,,,,
F1,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WINDOW12_VALIDATION_SCORES.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\WINDOW12_VALIDATION_SCORES.csv,89878,,,,
F1,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WINDOW8_VALIDATION_SCORES.csv,C:\RSOS\Training data\F1_BR2_LMARENA_MATCHED_CONTROL\01_BR1_FROZEN\F1_BR1_RESULTS_PACKAGE\07_RESULTS\WINDOW8_VALIDATION_SCORES.csv,96704,,,,
V12,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,V12_FINAL_RESULTS_IMPORT.csv,C:\RSOS\RSOS_TRAINING_DATA_V12_V18_COMPARISON\02_V12_RELATIONAL_TOPOLOGY\V12_FINAL_RESULTS_IMPORT.csv,63,,,,
V12,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,GEF1_FINAL_EVIDENCE_LEDGER.csv,C:\RSOS\RSOS_TRAINING_DATA_V12_V18_COMPARISON\06_GEF1_FINAL_EVIDENCE_FUSION\GEF1_FINAL_EVIDENCE_LEDGER.csv,98,,,,
V12,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,GEF1_FINAL_WEIGHT_ESTIMATES.csv,C:\RSOS\RSOS_TRAINING_DATA_V12_V18_COMPARISON\06_GEF1_FINAL_EVIDENCE_FUSION\GEF1_FINAL_WEIGHT_ESTIMATES.csv,59,,,,
V12,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,GEF1_OMISSION_STATUS_REGISTRY.csv,C:\RSOS\RSOS_TRAINING_DATA_V12_V18_COMPARISON\06_GEF1_FINAL_EVIDENCE_FUSION\GEF1_OMISSION_STATUS_REGISTRY.csv,76,,,,
WF2,AUTHORITATIVE_CANDIDATE,18 positive authority signals,PHASE0B_AUTHORITY_RESOLUTION_REPORT.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\PHASE0B_AUTHORITY_RESOLUTION_REPORT.txt,17415,,,======================================================================================== WF2 PHASE 0B — FINAL WF1-B AUTHORITY RESOLUTION ======================================================================================== WF2 ROOT: C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTE,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,PHASE0B_AUTHORITY_RESOLUTION_SUMMARY.json,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\PHASE0B_AUTHORITY_RESOLUTION_SUMMARY.json,2173,,,,
WF2,AUTHORITATIVE_CANDIDATE,6 positive authority signals,PHASE0C_FOUNDATION_AUTHORITY_STAGING_REPORT.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\PHASE0C_FOUNDATION_AUTHORITY_STAGING_REPORT.txt,1661,,,ERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION STAGED FOUNDATION ROOT: C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\02_INPUTS\00_FOUNDATION_FROZEN WF1-B FINAL AUTHORITY: SHA256: a5da5ffbb3c2ba71bbc2c17894fa97f8fec5b4c712e0714534517c5b54cedee3 SCIENTIFIC VALIDITY: VALID PRIMARY CORE: VALID POSITIVE CORE IMPORTANT EXCLUSION: CEM ,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,PHASE0C_FOUNDATION_AUTHORITY_STAGING_SUMMARY.json,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\PHASE0C_FOUNDATION_AUTHORITY_STAGING_SUMMARY.json,2142,,,"ntific_observations_created"": false, ""threshold_tuning_performed"": false, ""wf1b_authority"": { ""restriction"": ""FAILED SECONDARY CEM NUISANCE CONTROL MUST NOT BE PROMOTED AS VALID MATCHED-CONTROL EVIDENCE"", ""sha256"": ""a5da5ffbb3c2ba71bbc2c17894fa97f8fec5b4c712e0714534517c5b54cedee3"", ""status"": ""VALID_POSITIVE_CORE"", ""zip"": ""WF1_B_FINAL_AUTHORITY",
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,PHASE0D_DESIGN_PREFLIGHT_SUMMARY.json,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\PHASE0D_DESIGN_PREFLIGHT_SUMMARY.json,23871,,,,
WF2,AUTHORITATIVE_CANDIDATE,7 positive authority signals,PHASE0_RETURN_FOR_ADJUDICATION.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\PHASE0_RETURN_FOR_ADJUDICATION.txt,18785,,,"UT.csv ===== PHASE 0 REQUIREMENT MATRIX ===== requirement,purpose,required_before_boundary1,file_candidates,zip_member_candidates,phase0_status FROZEN_DETECTOR,Exact previously frozen lineage detector/model,YES,69,64,CANDIDATE_FOUND FEATURE_CONTRACT,Exact preprocessing and structural feature definition used by detector,YES,245,471,CANDIDATE_FOUND THRESHOLD_OR_S","ed seed/randomization allocation before observation - WF2_PRIMARY_ENDPOINTS: Separate Module A, Module B and Module C outcome definitions - WF2_DECISION_RULES: Positive, negative, mixed, null and technical-failure rules - WF2_FAILURE_LOG_SCHEMA: Missing-cell and API/provider-failure preservation rules - WF2_INPUT_MANIFEST: Selected Foundation dependencies and WF2"
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,PHASE0_SUMMARY.json,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\PHASE0_SUMMARY.json,954,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF2_A_PRECONSOLIDATION_DESTINATION_MANIFEST.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\WF2_A_PRECONSOLIDATION_DESTINATION_MANIFEST.csv,5159,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF2_A_PRECONSOLIDATION_SOURCE_MANIFEST.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\00_CONTROL\WF2_A_PRECONSOLIDATION_SOURCE_MANIFEST.csv,5159,,,,
WF2,AUTHORITATIVE_CANDIDATE,2 positive authority signals,WF2_BOUNDARY1_R1_SUPERSEDING_PROTOCOL.json,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\01_PROTOCOL\WF2_BOUNDARY1_R1_SUPERSEDING_PROTOCOL.json,1465,,," }, ""OPENAI"": { ""model"": ""gpt-5.6-terra"", ""role"": ""WITHIN_PROVIDER_NEW_MODEL_REPLICATION"" } }, ""seeds"": ""1140-1159"", ""source"": ""exact frozen WF1-A prompts"" }, ""passive_track"": { ""cells"": 480, ""maximum_assistant_responses"": 2880, ""status"": ""UNCHANGED"" }, ""prospective_outputs_before_supersession"": 0, ",
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF2_FAILURE_POLICY.json,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\01_PROTOCOL\WF2_FAILURE_POLICY.json,460,,,,
WF2,AUTHORITATIVE_CANDIDATE,2 positive authority signals,WF2_UNIFIED_PREREGISTRATION.json,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\01_PROTOCOL\WF2_UNIFIED_PREREGISTRATION.json,2699,,,"_sha256"": ""a5da5ffbb3c2ba71bbc2c17894fa97f8fec5b4c712e0714534517c5b54cedee3"" }, ""maximum_assistant_api_responses"": 2880, ""modules"": { ""WF2_A_V13"": { ""hypothesis"": ""Frozen historical lineage detector yields higher prospective margins for LINEAGE_POS than matched negatives."", ""name"": ""Prospective Frozen Signature"" }, ""WF2_B_V14"": { ",
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF2_API_FAILURE_DIAGNOSIS.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\06_DIAGNOSTIC\WF2_API_FAILURE_DIAGNOSIS.txt,6996,,,,
WF2,AUTHORITATIVE_CANDIDATE,authority filename plus positive status signal,WF2_ACTIVE_CAUSAL_R1_ADJUDICATION.json,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\07_ADJUDICATION\WF2_ACTIVE_CAUSAL_R1_ADJUDICATION.json,3137,,,"11543287736, ""HOLM_P"": 0.09524523773811311, ""P"": 0.031748412579371034 } ] } }, ""PUBLICATION"": ""ELIGIBLE_FINAL"", ""SCIENTIFIC_VALIDITY"": ""VALID"" }","{ ""AUTHORITY"": ""FINAL_AUTHORITY"", ""EXECUTION"": ""COMPLETED"", ""FINDING"": ""MIXED"", ""NOTE"": ""Active causal/topology replication is adjudicated separately from passive WF2. It cannot rescue a negative passive result and vice versa."", ""PROVIDER_RESULTS"": { "
WF2,AUTHORITATIVE_CANDIDATE,authority filename plus positive status signal,WF2_A_V13_ADJUDICATION.json,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\07_ADJUDICATION\WF2_A_V13_ADJUDICATION.json,632,,,".9288257402095041, ""provider"": ""OPENAI"" } }, ""EXECUTION"": ""COMPLETED"", ""FINDING"": ""NULL_INCONCLUSIVE"", ""PUBLICATION"": ""ELIGIBLE_FINAL"", ""SCIENTIFIC_VALIDITY"": ""VALID"" }",
WF2,AUTHORITATIVE_CANDIDATE,authority filename plus positive status signal,WF2_B_V14_ADJUDICATION.json,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\07_ADJUDICATION\WF2_B_V14_ADJUDICATION.json,1208,,," ""p_less"": 0.9759177575260765, ""provider"": ""GOOGLE"" } ], ""EXECUTION"": ""COMPLETED"", ""FINDING"": ""MIXED"", ""PUBLICATION"": ""ELIGIBLE_FINAL"", ""SCIENTIFIC_VALIDITY"": ""VALID"" }","MULTILAYER_V2_MARGIN"", ""p_greater"": 0.024880283909624268, ""p_less"": 0.9759177575260765, ""provider"": ""GOOGLE"" } ], ""EXECUTION"": ""COMPLETED"", ""FINDING"": ""MIXED"", ""PUBLICATION"": ""ELIGIBLE_FINAL"", ""SCIENTIFIC_VALIDITY"": ""VALID"" }"
WF2,AUTHORITATIVE_CANDIDATE,authority filename plus positive status signal,WF2_C_V17_ADJUDICATION.json,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\07_ADJUDICATION\WF2_C_V17_ADJUDICATION.json,3192,,,"0.819448006109269, ""provider"": ""OPENAI"" } ], ""EXECUTION"": ""COMPLETED"", ""FINDING"": ""NULL_INCONCLUSIVE"", ""PUBLICATION"": ""ELIGIBLE_FINAL"", ""SCIENTIFIC_VALIDITY"": ""VALID"" }",
WF2,AUTHORITATIVE_CANDIDATE,authority filename plus positive status signal,WF2_OVERALL_ADJUDICATION.json,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\07_ADJUDICATION\WF2_OVERALL_ADJUDICATION.json,295,,,"FINDINGS"": { ""WF2_A_V13"": ""NULL_INCONCLUSIVE"", ""WF2_B_V14"": ""MIXED"", ""WF2_C_V17"": ""NULL_INCONCLUSIVE"" }, ""PUBLICATION"": ""ELIGIBLE_FINAL"", ""SCIENTIFIC_VALIDITY"": ""VALID"" }","{ ""AUTHORITY"": ""FINAL_AUTHORITY"", ""EXECUTION"": ""COMPLETED"", ""FINDING"": ""MIXED"", ""MODULE_FINDINGS"": { ""WF2_A_V13"": ""NULL_INCONCLUSIVE"", ""WF2_B_V14"": ""MIXED"", ""WF2_C_V17"": ""NULL_INCONCLUSIVE"" }, ""PUBLICATION"": ""ELIGIBLE_FINAL"", ""SCIENTIFIC"
WF2,INVALIDATED_OR_SUPERSEDED,failure/incomplete/superseded signal found,WF2_FINAL_FREEZE_RECORD.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\08_FINAL_FREEZE\WF2_FINAL_FREEZE_RECORD.txt,3892,C 560 / 560 GOOGLE 560 / 560 Original malformed-response generations were preserved separately before technical retries. Frozen-validator audit: RAW CELLS: 1680 VALID: 1511 INVALID: 169 Provider frozen-valid: ANTHROPIC: 420 / 560 GOOGLE: 557 / 560 OPENAI: 534 / 560 The dominant invalid reason was PLUS. The frozen instruction explicitly required PLUS ,,WF2 — PROSPECTIVE CROSS-SYSTEM CONFIRMATION FINAL SCIENTIFIC FREEZE DATE: 2026-09-15 ============================================================ EXECUTION ============================================================ ACTIVE CA,================================= ACTIVE CAUSAL FINAL RESULT ============================================================ EXECUTION: COMPLETED SCIENTIFIC_VALIDITY: VALID FINDING: MIXED AUTHORITY: FINAL_AUTHORITY PUBLICATION: ELIGIBLE_FINAL ANTHROPIC: complete required seeds: 0 hard-control AUC: 0.9929078014184397 provider strong gate: FALSE GOOGLE: complete re
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF2_FINAL_FREEZE_SHA256.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\08_FINAL_FREEZE\WF2_FINAL_FREEZE_SHA256.csv,5321,,,,
WF2,AUTHORITATIVE_CANDIDATE,3 positive authority signals,BOUNDARY1_FREEZE_RECORD.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\09_FREEZE\BOUNDARY1_FREEZE_RECORD.txt,1031,,,WF2 BOUNDARY 1 — PREREGISTRATION FREEZE ======================================= STATUS: FROZEN BOUNDARY 1 REACHED: YES WF1-B AUTHORITY SHA256: a5da5ffbb3c2ba71bbc2c17894fa97f8fec5b4c712e0714534517c5b54cedee3 FROZEN SOURCE SET SHA256: c43e54e5697fe6e35982ef4a559f909068f76e,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,BOUNDARY1_MANIFEST.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\09_FREEZE\BOUNDARY1_MANIFEST.csv,7512,,,,
WF2,AUTHORITATIVE_CANDIDATE,2 positive authority signals,BOUNDARY1_R1_SUPERSEDING_FREEZE_RECORD.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\09_FREEZE\BOUNDARY1_R1_SUPERSEDING_FREEZE_RECORD.txt,1424,,,WF2 BOUNDARY1_R1 — SUPERSEDING PREREGISTRATION FREEZE ===================================================== STATUS: FROZEN BOUNDARY1_R1 REACHED: YES ORIGINAL BOUNDARY: VALID_BUT_SUPERSEDED ORIGINAL PASSIVE WF2: UNCHANGED PASSIVE GENERATION CELLS: 480 ACTIVE CAUSAL/TOPOLOGY GENERATION CELLS: 1680 ,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,BOUNDARY1_R1_SUPERSEDING_MANIFEST.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\09_FREEZE\BOUNDARY1_R1_SUPERSEDING_MANIFEST.csv,2983,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,BOUNDARY1_R2_TECHNICAL_CORRECTION_MANIFEST.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\09_FREEZE\BOUNDARY1_R2_TECHNICAL_CORRECTION_MANIFEST.csv,844,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF2_COMPLETE_FILE_INVENTORY.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\WF2_COMPLETED_FREEZE_2026-09-15\WF2_COMPLETE_FILE_INVENTORY.csv,194438,,,,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF2_COMPLETE_SHA256.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\WF2_COMPLETED_FREEZE_2026-09-15\WF2_COMPLETE_SHA256.csv,299101,,,,
WF2,AUTHORITATIVE_CANDIDATE,2 positive authority signals,WF2_COMPLETION_FREEZE_RECORD.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\WF2_COMPLETED_FREEZE_2026-09-15\WF2_COMPLETION_FREEZE_RECORD.txt,349,,,WF2 PROSPECTIVE CROSS-SYSTEM CONFIRMATION COMPLETED RESULT-SET FREEZE Date: 2026-09-15 ACTIVE: 1680 / 1680 COMPLETE Provider completion: OPENAI 560 / 560 ANTHROPIC 560 / 560 GOOGLE 560 / 560 This freeze was created after completion and before final WF2 adjudication. Historical technical,
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF2_ACTIVE_1680_FINAL_SHA256.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\08_FINAL_FREEZE\ACTIVE_RAW_FREEZE\WF2_ACTIVE_1680_FINAL_SHA256.csv,216770,,,,
WF2,AUTHORITATIVE_CANDIDATE,7 positive authority signals,WF2_ACTIVE_FINAL_PARSE_VALID_FREEZE_RECORD.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\08_FINAL_FREEZE\ACTIVE_RAW_FREEZE\WF2_ACTIVE_FINAL_PARSE_VALID_FREEZE_RECORD.txt,644,,,WF2 ACTIVE CAUSAL FINAL PARSE-VALID RESULT-SET FREEZE Date: 2026-09-15 Transport-complete cells: 1680 / 1680 Frozen-parser PARSE_OK: 1680 / 1680 Frozen-parser PARSE_BAD: 0 Provider design: OPENAI 5,
WF2,AUTHORITATIVE_CANDIDATE,1680 positive authority signals,WF2_ACTIVE_PARSE_AUDIT_FINAL.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\08_FINAL_FREEZE\ACTIVE_RAW_FREEZE\WF2_ACTIVE_PARSE_AUDIT_FINAL.csv,328205,,,"us,error C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\04_RAW\ACTIVE_CAUSAL\00042121c7c08d29962fe218.json,00042121c7c08d29962fe218.json,OPENAI,1149,E3_REVERSE,COMPLETE,PARSE_OK, C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\04_RAW\ACTIVE_CAUSAL\000ff86a486b9bceb679de5d.json,000ff86a486b9bceb679de5d.json,GOOGLE,1149,D_ALL_DIR",
WF2,INVALIDATED_OR_SUPERSEDED,failure/incomplete/superseded signal found,WF2_ACTIVE_VALIDATION_AUDIT.csv,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\08_FINAL_FREEZE\ACTIVE_VALIDATION_AUDIT\WF2_ACTIVE_VALIDATION_AUDIT.csv,179155,"4d492ecc5d09f5.json,GOOGLE,gemini-3.8-flash,1146,E9_DELETE,True,COMPLETE,PARSE_OK,VALID,OK 004b54a192b5c52743b5681a.json,OPENAI,gpt-5.6-terra,1155,E8_DELETE,True,COMPLETE,PARSE_OK,INVALID,PLUS 004c14024d990e200dba4215.json,OPENAI,gpt-5.6-terra,1158,R_DEGREE_MATCHED_REWIRE,True,COMPLETE,PARSE_OK,VALID,OK 0054e8c15a6265795e815e43.json,OPENAI,gpt-5.6-terra,1143,E3_DEL",,"rovider,model,seed,condition,required_condition,raw_status,parse_status,validation_status,validation_reason 00042121c7c08d29962fe218.json,OPENAI,gpt-5.6-terra,1149,E3_REVERSE,True,COMPLETE,PARSE_OK,VALID,OK 000ff86a486b9bceb679de5d.json,GOOGLE,gemini-3.8-flash,1149,D_ALL_DIRECTION_REVERSED,False,COMPLETE,PARSE_OK,VALID,OK 001993342a879f34558cb478.json,OPENAI,gpt-5.6",
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF2_FROZEN_VALIDATOR_PROMPT_CONTRACT.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\08_FINAL_FREEZE\ACTIVE_VALIDATION_AUDIT\WF2_FROZEN_VALIDATOR_PROMPT_CONTRACT.txt,5618,,,,
WF2,AUTHORITATIVE_CANDIDATE,authority filename plus positive status signal,WF2_ACTIVE_CAUSAL_R1_ADJUDICATION.json,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\08_FINAL_FREEZE\ADJUDICATION\WF2_ACTIVE_CAUSAL_R1_ADJUDICATION.json,3137,,,"11543287736, ""HOLM_P"": 0.09524523773811311, ""P"": 0.031748412579371034 } ] } }, ""PUBLICATION"": ""ELIGIBLE_FINAL"", ""SCIENTIFIC_VALIDITY"": ""VALID"" }","{ ""AUTHORITY"": ""FINAL_AUTHORITY"", ""EXECUTION"": ""COMPLETED"", ""FINDING"": ""MIXED"", ""NOTE"": ""Active causal/topology replication is adjudicated separately from passive WF2. It cannot rescue a negative passive result and vice versa."", ""PROVIDER_RESULTS"": { "
WF2,AUTHORITATIVE_CANDIDATE,authority filename plus positive status signal,WF2_A_V13_ADJUDICATION.json,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\08_FINAL_FREEZE\ADJUDICATION\WF2_A_V13_ADJUDICATION.json,632,,,".9288257402095041, ""provider"": ""OPENAI"" } }, ""EXECUTION"": ""COMPLETED"", ""FINDING"": ""NULL_INCONCLUSIVE"", ""PUBLICATION"": ""ELIGIBLE_FINAL"", ""SCIENTIFIC_VALIDITY"": ""VALID"" }",
WF2,AUTHORITATIVE_CANDIDATE,authority filename plus positive status signal,WF2_B_V14_ADJUDICATION.json,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\08_FINAL_FREEZE\ADJUDICATION\WF2_B_V14_ADJUDICATION.json,1208,,," ""p_less"": 0.9759177575260765, ""provider"": ""GOOGLE"" } ], ""EXECUTION"": ""COMPLETED"", ""FINDING"": ""MIXED"", ""PUBLICATION"": ""ELIGIBLE_FINAL"", ""SCIENTIFIC_VALIDITY"": ""VALID"" }","MULTILAYER_V2_MARGIN"", ""p_greater"": 0.024880283909624268, ""p_less"": 0.9759177575260765, ""provider"": ""GOOGLE"" } ], ""EXECUTION"": ""COMPLETED"", ""FINDING"": ""MIXED"", ""PUBLICATION"": ""ELIGIBLE_FINAL"", ""SCIENTIFIC_VALIDITY"": ""VALID"" }"
WF2,AUTHORITATIVE_CANDIDATE,authority filename plus positive status signal,WF2_C_V17_ADJUDICATION.json,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\08_FINAL_FREEZE\ADJUDICATION\WF2_C_V17_ADJUDICATION.json,3192,,,"0.819448006109269, ""provider"": ""OPENAI"" } ], ""EXECUTION"": ""COMPLETED"", ""FINDING"": ""NULL_INCONCLUSIVE"", ""PUBLICATION"": ""ELIGIBLE_FINAL"", ""SCIENTIFIC_VALIDITY"": ""VALID"" }",
WF2,AUTHORITATIVE_CANDIDATE,authority filename plus positive status signal,WF2_OVERALL_ADJUDICATION.json,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\08_FINAL_FREEZE\ADJUDICATION\WF2_OVERALL_ADJUDICATION.json,295,,,"FINDINGS"": { ""WF2_A_V13"": ""NULL_INCONCLUSIVE"", ""WF2_B_V14"": ""MIXED"", ""WF2_C_V17"": ""NULL_INCONCLUSIVE"" }, ""PUBLICATION"": ""ELIGIBLE_FINAL"", ""SCIENTIFIC_VALIDITY"": ""VALID"" }","{ ""AUTHORITY"": ""FINAL_AUTHORITY"", ""EXECUTION"": ""COMPLETED"", ""FINDING"": ""MIXED"", ""MODULE_FINDINGS"": { ""WF2_A_V13"": ""NULL_INCONCLUSIVE"", ""WF2_B_V14"": ""MIXED"", ""WF2_C_V17"": ""NULL_INCONCLUSIVE"" }, ""PUBLICATION"": ""ELIGIBLE_FINAL"", ""SCIENTIFIC"
WF2,HISTORICAL_REFERENCE_ONLY,insufficient evidence for scientific authority,WF2_PASSIVE_MIXED_VERSION_FINAL_CONSOLE.txt,C:\RSOS\RSOS_EXPERIMENTS_WF2_PROSPECTIVE_CROSS_SYSTEM_CONFIRMATION\08_FINAL_FREEZE\PASSIVE_MIXED_VERSION_BRIDGE\WF2_PASSIVE_MIXED_VERSION_FINAL_CONSOLE.txt,1432,,,,
